Name,Time,Salon Name,CID,Phone,Owner,Note,Status,Date
Đạt Trương,10:25:30.521000,XTREME NAILS SPA,10517,6142268542,Ms.Eng,"XTREME NAILS SPA
Happy New Year Specials!
5% OFF with $50+
10% OFF with $100+
Exp: 01/01/2026
Appt: bit.ly/xtreme1416
740-653-3400
=> Khách confirmed muốn send out nội dung sms trên tới all cust (Total 2,772). Nhờ 2 chị gửi ra giúp tiệm ạ",Done,2024-12-31
Tiến Dương,10:25:46.771000,COHO NAILS & SPA	,11826,8636578688,Ms,tiệm cần hỗ trợ fix service deduction những service,Done,2024-12-31
Sanh Lưu,10:27:38.490000,DL NAIL SPA,06463,6786776047,Mr Danny,"tiệm help về việc check lại tên thợ đã nghỉ trên pos và in income staff 1 năm . nhờ team help tiệm thanks team
=> He cần total lương thợ cả năm 2025, he nhờ cuối giờ tầm 8:00pm CT xuất và gửi qua mail đăng kí danhlinh2013@gmail.com, nhờ 2 chị note lại giúp tiệm ạ ",Support,2024-12-31
Sanh Lưu,10:28:08.450000,PRESTIGIOUS NAILS,05363,2819480884,Ms Cầm,HD adjust tip trả cho khách,Done,2024-12-31
Anh Thư,10:31:31.585000,AURORA NAIL LOUNGE	,11589        ,337-240-8130,Ms,"She cần 1099 để khai thuế, acc TMD nhờ anh Sang hỗ trợ tiệm ạ",Support,2024-12-31
Phượng Hồ,10:32:38.402000,PRESTIGIOUS NAILS,05363,2819480884,Ms Cầm,check ticket adjust tip,Done,2024-12-31
Phương Anh,10:47:40.840000,JOJO NAIL LOUNGE,11804,7348465187,Mr,"12/30 Tiệm báo ticket 2501-101-8756 ($229.09, MC 4245) bị double, tip chia theo serv percent nhưng không đúng > Báo tiệm kỹ sư đã fix xong cho tiệm",Done,2024-12-31
Hương Giang,10:37:12.234000,QUEEN NAIL,10346,8709192260,Mr,HD share hotspot cho A920,Done,2024-12-31
Phượng Hồ,10:38:11.720000,Veneto Nails,06762,2108109037,Ms Hạnh,"KH nhờ gửi link appt 3 tiệm qua imess 06762, 10654, 10132",Done,2024-12-31
Phương Anh,10:42:28.577000,NAIL TALK,10022,9362931574,Mr,"Tiệm báo tablet checkin ở tiệm còn pin nhưng không mở được, đã thử thao tác mở nhưng vẫn không work, nhờ tiệm liên hệ agent",Done,2024-12-31
Sanh Lưu,10:41:43.542000,UNIQ NAILS & SPA,10551,5154446108,Ms,She nhờ fix change ticket #935,Done,2024-12-31
Sanh Lưu,10:49:40.477000,T LILY NAILS AND SPA,09993,7146735560,Ms,"She hỏi về phần thông tin có trong file income thợ, She nhờ mở lại tiếng remove card cho pinpad",Done,2024-12-31
Anh Thư,10:50:57.046000,BELGRAVIA NAILS SPA,11442,7133602345,Ms.,"Tiệm nhờ fix lại giờ của thợ 713-505-4263 Nga
Ngày 12/27 Clockin: 8:54PM - Clockout: 8PM
-> Nhờ 2 chị hỗ trợ ạ ",Support,2024-12-31
Phương Anh,10:54:25.509000,SQUARE ONE NAILS AND SPA,10465,4404529399,Ms,"Celebrate the new year
15% off cho tất cả serv
EXP: 01/05/2026
Show sms
=> Tiệm muốn soạn sms gửi ra cho khách, nhờ 2 chị hỗ trợ giúp em",Done,2024-12-31
Đạt Trương,10:58:23.393000,JENNY NAILS SPA,11540,8013495252,Mr. Eng,Gửi v code thợ LAN,Done,2024-12-31
Phượng Hồ,11:00:03.133000,Q NAILS LOUNGE,10289,5202688185,Ms,"DE-ACT SAM
Add AVA comn 50%, check 100% ",Done,2024-12-31
Anh Thư,11:06:01.804000,LP LUXURY NAIL LOUNGE,Ms,2567898888,Mr.Phu,"He hỏi trong cái policy ở phần cust check in có quy định ko RF cho khách ko, đã báo với he đó là policy cơ bản của business nên ko có, he OK",Done,2024-12-31
Hương Giang,11:06:23.420000,ZEN NAIL SPA III ,TN_11076,678-444-7774,mS,KH nhờ chia tip #024,Done,2024-12-31
Sanh Lưu,11:08:15.343000,SOLAR DELUXENAILS & FACIAL,11835,2817458866,Ms,HD she cách bỏ tip ở trong và giải thích về tờ total ,Done,2024-12-31
Phương Anh,11:08:53.595000,A NAILS,09451,2512305090,Ms,"Tiệm nhờ add ticket 2501-010-458 ($57.50, VS 8676) của thợ Ben serv $50, tip $7.50",Done,2024-12-31
Phương Anh,11:09:34.021000,SQUARE ONE NAILS AND SPA,10465,4404529399,Ms,"Celebrate the New Year!
15% OFF all services
Exp 01/05/26
*Show text
SQUARE ONE NAILS & SPA
@36099 Euclid Ave, Willoughby OH
4407106624
=> Đợi tiệm confirm",Support,2024-12-31
Tiến Dương,11:14:12.434000,ANGEL NAIL SPA	,06787,hientung06@icloud.com,Ms,dạ thiết bị E800 bị nhảy sai giờ ko work,Done,2024-12-31
Anh Thư,11:14:14.527000,MODERN NAILS,07110,(601)410-3609 ,Ms,"Tiệm báo ko charge dc tiền, HD get ip -> work",Done,2024-12-31
Tuấn Võ,12:40:00.118000,K NAILS & SPA,11856,5034535985,Mr Tân,"""FOLLOW
TMD Spoton
K NAILS & SPA
11856
KHIET THI LE
5038520901 / 5036587960""
-> Gọi HD khách swap acct charge thử $1.02/ settlement ( đã hiện serial number) , em done tiệm ạ",Support,2024-12-31
Phương Anh,11:27:48.942000,BELGRAVIA NAILS SPA,11442,7133602345,Ms.,"Tiệm nhờ check có charge được $72 không? Báo tiệm thấy đã có trong bankcard, tiệm nhờ khi nào ticket đẩy lên RefNo 1 (SN: 2620030893) thì fix lại thông tin ticket 2508-007-460 ($72, Other) thành tiền card
=> Check thấy tiệm đã close batch $72, nhờ 2 chị check batch detail với TMS và fix lại thông tin ticket giúp tiệm",Done,2024-12-31
Đạt Trương,11:21:18.277000,WESTCO DONUTS CORPORATION,10112,2812325620,Ms Eng,"She thắc mắc tiền bị trừ bên bank, c.c số spoton nhờ she gọi sang giúp",Done,2024-12-31
Hương Giang,11:25:07.094000,SPARKLE NAILS & SPA,07728,7173774060,Ms,lấy code tesalon cho Phuong,Done,2024-12-31
Sanh Lưu,11:27:50.625000,US NAILS & SPA,10510,7608887297,Mr,"AE Spoton Ms Nhi she hỏi thẻ khách bị charge nhiều hơn trên system, tính ra thì khách bị charge hơn 20%, đã giải thích có thể khách bị bad credits",Done,2024-12-31
Tuấn Võ,11:32:24.473000,1st MC/ JUMBO NAIL AND LASH/ 11861,11861,7707360006,Mr,"KH nhờ gửi user login & link appt qua email: vstarnailandlash@gmail.com
-> nhờ 2 chị hỗ trợ ạ",Done,2024-12-31
Anh Thư,11:32:13.773000,AE LINH bluebird,,(202)240-1225,Ms,"She hỏi lịch set up máy cho tiệm, xin CID để check thì she hang up",Done,2024-12-31
Đạt Trương,11:33:11.174000,DREAM NAIL DAY SPA,11820,7705402673,Ms. Eng,"Ngày 12/26 #2501-000-510 Total $118 (VS-9211, AC: 03189D, Ref 16) Miss $24 tip
=> Nhờ 2 chị request 1ST số thẻ giúp tiệm ạ",Support,2024-12-31
Hương Giang,11:32:17.076000,ILLUSION NAILS SPA,11140,6156783428,Ms Emily       MAC,KH nhờ chuyển tip lên serv #773,Done,2024-12-31
Sanh Lưu,11:33:58.287000,AE LINH bluebird,,(202)240-1225,Ms,"She hỏi lịch set up máy cho tiệm, xin CID để check thì she hang up
=> CID tiệm 11791, đã báo she là mình lên lịch lúc 2 giờ hôm nay gọi lại rồi",Done,2024-12-31
Phương Anh,11:35:30.246000,Q NAIL LOUNGE,10289,6613030478,Mr Bình,"Activate thợ Sam, set vacation từ 01/01 - 01/31",Done,2024-12-31
Tiến Dương,11:37:01.682000,D N D NAIL SPA,06458,2532285807,Ms Dung,"Ngày 12/28 #2501-006-674($63, MC-7845, appcode 823235) missed $60 tip.
=> Dạ em cung cấp số thẻ và done tiệm ạ ",Done,2024-12-31
Phượng Hồ,11:36:29.363000,AE Spoton,,8323535343,Ms. Rachel,CID 09987 - 512-540-6173 JOHNNY cài lại PC mới,Done,2024-12-31
Anh Thư,11:41:26.726000,	MERAKI NAIL LOUNGE,07568,7279140100,Ms,block booking all tech từ 5PM,Done,2024-12-31
Tuấn Võ,11:58:52.997000,NAIL TOUCH BY K,AZ_11854,"6235379049
FT:623-547-9209",Mr,"HD khách payment
HD khách check lương thợ",Done,2024-12-31
Tiến Dương,11:47:41.570000,NAIL TOUCH BY K,AZ_11854,"6235479209
6235379049",Mr,"Khách đang xài thiết bị Zota, he muốn vnaax giữu thiết bị của Zota nhưng xài software LLDTek. Em xin gửi device tiệm đang xài, he đang bận em nên hẹn Fridays 01/02/2026 vào khung giờ sáng gọi lại hỗ trợ giúp tiệm ạ. Nhờ chị Loan hỗ trợ note lịch và bàn giao qua ca sau giúp tiệm ạ ",Support,2024-12-31
Hương Giang,11:49:29.192000,ALLURE NAIL SPA,11531,7068471404,Ms.,"lương tất cả thợ đang bị nhảy commision số lẻ 6.1/3.9
> nhờ các chị chuyển kỹ sư check gấp giúp KH vì KH cần trả lương cho thợ",Done,2024-12-31
Đạt Trương,11:50:01.559000,NAILS SHOW,10491,7704609870,Mr,"Ngày 12/28 #2502-003-934 Total $86 (VS-8785, AC: 017733, Ref 5) miss $14 tip
=> Nhờ 2 chị request 1ST số thẻ giúp tiệm ạ",Done,2024-12-31
Phương Anh,11:57:46.751000,TITANIC NAILS SALON,11674,4079688890,Mr,"HD tiệm add thợ
HD tiệm clockin / clock out thợ
HD tiệm payment và in receipt",Done,2024-12-31
Đạt Trương,11:57:47.324000,NAILS OF AMERICA,06429,7135341069,Mr,"#2501-062-730 ghi nhận 2 thẻ (Ref 9, VS-9293, $74.97) Và (Ref 10, VS-7305, $74.97). Tiệm confirm giữ lại (Ref 10, VS-7305, $74.97) và refund lại cust (Ref 9, VS-9293). Chị Dung nói tách số thẻ không được, tiệm nói khách đã về nên không refund bằng GC được. He đang busy nói có gì gọi lại sau, đợi khi nào he gọi lại hướng dẫn làm refund trực tiếp trên PINPAD 
=> Anh Sanh đã hỗ trợ tiệm void",Done,2024-12-31
Phượng Hồ,11:57:01.050000,TONI'S NAILS SPA,ID_10622,2089485383,Ms,"12/30 #2503-000-214 $117 MC 4146, AC 817870 - Miss tip $15
> nhờ các chị request SPOTON giúp",Support,2024-12-31
Anh Thư,11:58:47.678000,LES MAINS MIDTOWN,07986,4049753274,Mr,"He báo là có charge dc 1 trans $125 nhưng ko thấy show ticket, đã check trên bankcard system ko thấy dư trans nào, tiệm có 4 máy đã hỏi he charge máy nào và show giúp để bên mình check nhưng he báo đang bận và hang up",Done,2024-12-31
Tiến Dương,12:01:30.195000,BELTERRA NAILS SPA 22042	,11841,"5128888081
FT: 5125458600",Ms ENG ,HD add cust và làm payment và appt,Done,2024-12-31
Sanh Lưu,12:03:26.080000,VALEN NAILS & BEAUTY,07655,3145468410,Ms,"A920 không charge được, đã nhờ tắt máy mở lại work bình thường",Done,2024-12-31
Đạt Trương,12:03:26.080000,WESTCO DONUTS CORPORATION,10112,2812325620,Ms Eng ,"She nhờ check xem giúp tiệm làm hôm qua 12/30 có đóng về đủ không, check và báo she đóng đủ tiền. COnf check tiền về bank nhờ she liên hệ spoton on để double check giúp",Done,2024-12-31
Anh Thư,12:09:15.602000,LAMOUR NAILS,07715,2073003410,Ms,"add ticket #271 $70 serv, $5 tip Denies ",Done,2024-12-31
Tiến Dương,12:09:54.518000,ALLURE NAIL SPA,11531,"7068471404
FT: 7062641866",Ms.,dạ tiệm nói đã fix dc rồi và ko cần hỗ trơ,Done,2024-12-31
Đạt Trương,12:11:30.830000,HENRY'S SALON,07573,2028081008,Mr Henry,"Ref 1, VS-6465 trùng ticket với Ref 2, MC-7667. Nhờ chị Loan tách ticket giúp và add ticket #2591-009-414 (Ref 1, VS-6465) cho thợ Lee $38 ser và $7.6 tip ",Done,2024-12-31
Sanh Lưu,12:13:05.017000,BLINK NAILS - LASHES,09763,6173319330,Ms,"FT 8573028861, app trên phone không show appt, đã HD tắt mở app lại mỗi lúc không thấy",Done,2024-12-31
Phương Anh,12:28:01.403000,LA BELLE NAILS AND SPA ,MD_10852,6674421011,Ms,Tiệm nhờ check balance GC 10011666 và 10010988,Done,2024-12-31
Hương Giang,12:15:33.597000,A NAILS,AL_09451,251-230-5090,Ms,"A920 màn hình bị nhảy chập chờn đôi khi bị out app, HD KH restart lại nhờ follow",Done,2024-12-31
Anh Thư,12:20:04.272000,CITI NAILS & SPA,05735,9518074897,Mr,"He báo máy 11AM mới close batch, check thấy acc đã deactive, hỏi he có còn sử dụng máy ko thì he hang up",Done,2024-12-31
Phương Anh,12:30:39.427000,Q NAILS,07073,9042078064,Ms,"Tiệm báo máy HP hiện thông báo lạ không tắt được, HD tiệm tắt máy mở lại",Done,2024-12-31
Tiến Dương,12:22:48.290000,CITI NAILS & SPA,05735,9518074897,Mr,check tháy acct đã deactive và he dag xài device  bên khác. Nhờ he call lại agent,Done,2024-12-31
Phương Anh,12:27:45.907000,FINAL TOUCH NAIL STUDIO,10396,2395298252,Ms Nga,"12/30 Tiệm nhờ request giúp tiệm lấy thêm $12 tip của ticket 2501-002-942 ($56.10, AM 1011), AC: 885783, Trans ID: 4. Nhờ 2 chị hỗ trợ giúp em",Support,2024-12-31
Hương Giang,12:25:05.396000,HAPPY NAILS,UT_11845,385-244-7669,Ms Trinh,"KH nhờ note thứ 2 1/5/26 khung giờ từ 2pm-5pm CT time (1pm-4pm bên khách) để gọi HD setup reminder
>nhờ các chị note giúp KH ",Support,2024-12-31
Đạt Trương,12:25:05.396000,SKY NAILS,11581,7625680179,Ms,#2501-001-692 HD she refund tiền ser $25 lại cust,Done,2024-12-31
Anh Thư,12:25:14.448000,DREAM NAILS & SPA,07385,7075679761,Ms Kelly (new owner),"HD login main app, she muốn change password acc đã nhờ she sd mail đki acc gửi request để bên mình hỗ trợ",Done,2024-12-31
Đạt Trương,12:27:00.679000,NAILS PRO,06736,8595953776,Mr Eng,"KH request muốn customer kí tên trên Q20 (S/N 1140135170)  không muốn customer kí tên trên receipt nữa
=> HD update và test $1, đã kí được trên Q20 và close batch. Nhờ 2 chị check trans iso giúp tiệm ạ",Done,2024-12-31
Sanh Lưu,12:28:11.385000,ONYX NAIL BAR Rosenberg,11828,8329094567 / 2817622186,Hung-Chia Chen,"""TRAINING
TMD TMS
PC, 2 A30, 1 A920 Pro, Rate: IC
=> She hẹn 6:30pm gọi lại do tiệm đang bận",Done,2024-12-31
Phương Anh,12:31:04.014000,ROSE NAILS,07274,6623277718,Mr. Logan,"Tiệm nhờ check ticket 2502-004-646 ($89.31, VS 5974) đã charge bao nhiêu? Do khách báo bị charge $107.17. Nhờ tiệm báo khách liên hệ bank do hiện thẻ của khách bị hold 20%",Done,2024-12-31
Sanh Lưu,12:33:18.432000,AMAZING NAILS,10034,2052184230,Mr.,"He hỏi số phone customer sao không nhận được $10 off promo visit, check thấy khách mới đến có 3 lần thôi",Done,2024-12-31
Hương Giang,12:33:28.037000,ELEMENT NAILS & SPA,TX_10203,FB Vi Vi Nguyen,Ms Vi,A920 frozen & logout > đã HD khách check lại ,Done,2024-12-31
Anh Thư,12:33:44.464000,TITANIC NAILS SALON,11674,4079688890,Mr,"HD add tech mới, clock in tech",Done,2024-12-31
Hương Giang,12:34:30.539000,NAIL AVENUE,05656,8434334699,Ms. Linda,"KH nhơờ void #2502-009-335 ($110.70, MC-5047, ref no 1) > tiệm đang bận quá ko HD void đc, nhờ các chị void giúp KH ",Done,2024-12-31
Sanh Lưu,12:35:35.237000,VIP NAILS & SPA,08171,7375008218,Ms Hồng,"She nhờ 5:00pm CT hôm nay xuất file income thợ và tiệm qua mail đăng kí honghieuthuyphuc2@gmail.com, nhờ các chị note lại giúp tiệm ạ
- She muốn gửi nội dung cho khách từ năm 2023 tới nay: Tiệm đang trong thời gian sửa chữa và có việc gia đình nên tạm thời đóng cửa, tháng 4 năm 2026 sẽ open lại, muốn liên hệ tiệm để biết chi tiết hơn thì call hoặc gửi mes qua số 7375008218
=> nhờ 2 chị soạn giúp tiệm ạ ",Done,2024-12-31
Phương Anh,12:43:27.435000,VANITY NAILS & SPA,11775,6618550011,Mr Tín,"12/23 Tiệm nhờ check ticket 2504-000-249 ($127.75, VS 2949) đã void chưa do khách báo chưa nhận được tiền, check thấy đã void, nhờ tiệm liên hệ iso để double check",Done,2024-12-31
Tiến Dương,12:40:31.650000,BEAUTIFUL NAILS,VA_09640,7572015537,Ms,"New Year Special
10% OFF Eyelash, Gel Pedi&Mani
20% For Facial
Buy $100 GC get $20 bonus
BEAUTIFUL NAILS
@1309 Fordham Dr
T: 7574139009
--------
She confirm nội dung. Nhờ hai chị hỗ trợ send out all cust (1599) giúp tiệm ạ ",Support,2024-12-31
Tiến Dương,12:45:16.050000,BELLA 2 NAIL SALON,CA_08294,"9252308046
5106747001",Ms,"BELLA 2 NAIL SALON
Wish Happy New Years
Thank you for supporting our Salon
T:9252308046
@7375 Amador Valley Boulevard, Ste 120, Dublin

Dạ she confirm nội dung. Nhờ chị Dung send out all cust (2582) giúp tiệm ạ ",Done,2024-12-31
Tiến Dương,12:46:18.497000,LES MAINS THE WORKS,05943,FB Linda Trang,Ms,"tách ticket 2591-404-8770 $95.16 (VS-2973, trans id: 4) add cho May serv $42 (trừu $2) và Leo $36 (trừ 2), tip $17.16 %
------
ticket 2591-604-8826 Total $235.20 (AM-1007, trans id: 12) bị change $235.20 add cho TomTom $42 (trừ $2), Irsi $42 (trừ $2), Mia $56 (trừ $2), Long $56 (trừ $2), tip chia % 
------
 ticket 2591-504-8811 Total $15 (MC-7131, trans id: 6) qua Mia $12, tip 43
-----
Ticekt 2591-604-8826 Total $198 (MC-9010. ) add cho Zoey $100 (trừu $2) và Anthony $73 (trừ $3), Tip %
-----
Ticket 2501-304-8722 Total $249.60 (AM-0014, trams id: 1) bị change $249.60 
=> Add cho Mai Serv $135 (Trừ $2) và Ti serv $73 (Trừ $3), Tip chia theo %",Support,2024-12-31
Hương Giang,12:46:43.811000,KAWAII NAILS & SPA,TX_08249,773-968-2440,Ms Jesse,"Thank you for being part of KAWAII NAILS & SPA
Wishing you a Happy New Year!
To gratitude our clients We offer 10% OFF services $50+
Ends 1/31/26
T: 210-370-3360
> nhờ các chị edit nội dung SMS giúp KH",Done,2024-12-31
Đạt Trương,12:47:39.683000,PLATINUM NAILS,07762,8285564550,Mr,#779 chuyển thành bán GC msr id 1505,,2024-12-31
Phượng Hồ,12:49:38.068000,N.5 NAIL BAR,08499,8083926691,Ms. Tina Dinh,KH nói cần RF $7 nhưng hỏi lại cust thì cust nói không cần cho tip luôn ,Done,2024-12-31
Hương Giang,12:51:29.573000,NAIL TIME SPA,05432,7704325959 / 6782006888,Mr,"Khách nhờ add $6 tip ticket 2505-004-129 (VS 6520 $84), Appcode: 026231 ngày 12/26
> follow gọi c.c số thẻ voicemail",No answer,2024-12-31
Hương Giang,12:53:45.855000,KAWAII NAILS & SPA,TX_08249,773-968-2440,Ms Jesse,"Thank you for being part of KAWAII NAILS & SPA! 
Wishing you a Happy New Year
Enjoy 10% OFF services $50+
Ends 1/31/26
T: 2103703360
> Gửi KH confirmed, nhờ các chị gửi giúp cust spending từ cao xuống thấp theo file đã lọc (1121 cust)",Done,2024-12-31
Sanh Lưu,12:55:09.811000,VIP NAILS & SPA,08171,7375008218,Ms Hồng,"Happy New Year! 
VIP NAILS & SPA is temporarily closed for renovations and family matters. 
Reopening April 2026.
Call/text 737-500-8218
=> Gửi she confirm sms ",Done,2024-12-31
Hương Giang,12:57:49.371000,ONYX NAIL BAR Richmond LLC,TX_11754,8177140604 / 8324179000,Phuc Tien Nguyen,"TRAINING
TMD TMS
PC, 2 A30, 1 A920 Pro, Rate: IC
> KH báo tiệm đang rất bận nên hẹn lại Sunday 1/4/26 lúc 11am CT, nhờ chị Loan note giúp KH ",Support,2024-12-31
Tuấn Võ,12:58:28.834000,QUEEN NAILS,11317,630-236-5548,Ms,"KH nhờ edit nội dung message trên booking online :
"" To complete your online booking, a Zelle deposit is required. Bookings without a deposit will not go through.""",Done,2024-12-31
Đạt Trương,13:00:43.200000,PARIS NAIL & SPA,09158,7345028915,Ms. Vannesa,Lock tiệm ngày mai 01/01,Done,2024-12-31
Anh Thư,13:01:01.547000,UME NAILS BAR,11737,5673456778,Ms,"She nói là có gửi thêm giấy no RF bên mình đã nhận dc chưa, đã báo she nhận dc rồi",Done,2024-12-31
Phương Anh,13:06:41.360000,SIMPLY NAILS AND SPA,10398,8437950909,Mr,"Tiệm báo máy không show thợ và serv, HD tiệm tắt máy mở lại",Done,2024-12-31
Sanh Lưu,13:03:04.082000,ATHENS NAILS,11141,4045137874,Mr,"He muốn lấy thêm ser $50 #529, đã HD vào adjust và mình chuyển lên lại ser",Done,2024-12-31
Tiến Dương,13:03:27.378000,COOLNAILS 1,07620,3158008988,Ms,"Holiday Notice: 
COOLNAILS 1 will be closed on 01/01/26 and reopen on Friday, 01/02/26.
@4630 Commercial Dr, New Hartford 
3155072768

She confirm nội dung. Nhờ hai chị send out ra all cust giúp tiệm ạ ",Done,2024-12-31
Hương Giang,13:05:24.360000,A NAILS,AL_09451,251-230-5090,Ms,"A920 màn hình bị nhảy chập chờn đôi KH ko dùng được, đã HD restart nhưng ko work phải tháo pin ra mở lại máy thì máy dùng tạm được 5-10p rồi lại bi
> tmdspoton KH chỉ có 1 máy để tính nhờ anh Sang hỗ trợ ",Support,2024-12-31
Phượng Hồ,13:06:50.109000,LEXI NAIL SPA,11139,2482520855,Ms,gọi báo refno 28 processing đã update lên #603 đã đủ $67 ,Done,2024-12-31
Hương Giang,13:09:03.233000,TOP NAILS,10317,6785572288,Mr,HD adjust back lại tip #554,Done,2024-12-31
